row_number;date_bibliography;bibliography_id;db_variation_id;origin;phenotype;replicated;title;publication;databank_id;date_id
8563;2013-01-01T00:00:00.000Z;24033266;rs727502909;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8564;2013-01-01T00:00:00.000Z;24033266;rs727503396;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8565;2013-01-01T00:00:00.000Z;24033266;rs727503398;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8566;2013-01-01T00:00:00.000Z;24033266;rs727503402;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8567;2013-01-01T00:00:00.000Z;24033266;rs727503404;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8568;2013-01-01T00:00:00.000Z;24033266;rs727504438;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8569;2013-01-01T00:00:00.000Z;24033266;rs727504630;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8570;2013-01-01T00:00:00.000Z;24033266;rs727504718;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8571;2013-01-01T00:00:00.000Z;24033266;rs727504997;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8572;2013-01-01T00:00:00.000Z;24033266;rs727505057;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8573;2013-01-01T00:00:00.000Z;24033266;rs727505126;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8574;2013-01-01T00:00:00.000Z;24033266;rs727505215;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8575;2013-01-01T00:00:00.000Z;24033266;rs727505267;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8576;2013-01-01T00:00:00.000Z;24033266;rs72751287;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8577;2013-01-01T00:00:00.000Z;24033266;rs74114618;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8578;2013-01-01T00:00:00.000Z;24033266;rs7413162;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8579;2013-01-01T00:00:00.000Z;24033266;rs749434532;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8580;2013-01-01T00:00:00.000Z;24033266;rs75206601;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8581;2013-01-01T00:00:00.000Z;24033266;rs7522981;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8582;2013-01-01T00:00:00.000Z;24033266;rs7546045;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8583;2013-01-01T00:00:00.000Z;24033266;rs755520825;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8584;2013-01-01T00:00:00.000Z;24033266;rs76380341;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8585;2013-01-01T00:00:00.000Z;24033266;rs764732977;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8586;2013-01-01T00:00:00.000Z;24033266;rs768161152;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8587;2013-01-01T00:00:00.000Z;24033266;rs7771303;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8588;2013-01-01T00:00:00.000Z;24033266;rs77768246;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8589;2013-01-01T00:00:00.000Z;24033266;rs77775029;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8590;2013-01-01T00:00:00.000Z;24033266;rs779456443;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8591;2013-01-01T00:00:00.000Z;24033266;rs78165942;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8592;2013-01-01T00:00:00.000Z;24033266;rs78281932;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8593;2013-01-01T00:00:00.000Z;24033266;rs78369334;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8594;2013-01-01T00:00:00.000Z;24033266;rs78939657;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8595;2013-01-01T00:00:00.000Z;24033266;rs790889;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8596;2013-01-01T00:00:00.000Z;24033266;rs790897;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8597;2013-01-01T00:00:00.000Z;24033266;rs790900;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8598;2013-01-01T00:00:00.000Z;24033266;rs790901;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8599;2013-01-01T00:00:00.000Z;24033266;rs79182520;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8600;2013-01-01T00:00:00.000Z;24033266;rs79457258;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8601;2013-01-01T00:00:00.000Z;24033266;rs794728753;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8602;2013-01-01T00:00:00.000Z;24033266;rs79811945;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8603;2013-01-01T00:00:00.000Z;24033266;rs79862521;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8604;2013-01-01T00:00:00.000Z;24033266;rs876657635;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8605;2013-01-01T00:00:00.000Z;24033266;rs876657983;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8606;2013-01-01T00:00:00.000Z;24033266;rs876657989;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8607;2013-01-01T00:00:00.000Z;24033266;rs876657992;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8608;2013-01-01T00:00:00.000Z;24033266;rs876657994;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8609;2013-01-01T00:00:00.000Z;24033266;rs9401658;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8610;2013-01-01T00:00:00.000Z;24033266;rs9428083;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8611;2013-01-01T00:00:00.000Z;24033266;rs9490809;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8612;2013-01-01T00:00:00.000Z;24033266;rs104893815;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8613;2013-01-01T00:00:00.000Z;24033266;rs1061427;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8614;2013-01-01T00:00:00.000Z;24033266;rs1065080;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8615;2013-01-01T00:00:00.000Z;24033266;rs111426349;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8616;2013-01-01T00:00:00.000Z;24033266;rs111840783;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8617;2013-01-01T00:00:00.000Z;24033266;rs113605875;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8618;2013-01-01T00:00:00.000Z;24033266;rs114074541;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8619;2013-01-01T00:00:00.000Z;24033266;rs11466445;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8620;2013-01-01T00:00:00.000Z;24033266;rs139700737;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8621;2013-01-01T00:00:00.000Z;24033266;rs141259922;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8622;2013-01-01T00:00:00.000Z;24033266;rs148176750;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8623;2013-01-01T00:00:00.000Z;24033266;rs150759461;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8624;2013-01-01T00:00:00.000Z;24033266;rs190878719;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8625;2013-01-01T00:00:00.000Z;24033266;rs192662552;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8626;2013-01-01T00:00:00.000Z;24033266;rs202035749;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8627;2013-01-01T00:00:00.000Z;24033266;rs34150443;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8628;2013-01-01T00:00:00.000Z;24033266;rs34301677;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8629;2013-01-01T00:00:00.000Z;24033266;rs35874463;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8630;2013-01-01T00:00:00.000Z;24033266;rs375249647;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8631;2013-01-01T00:00:00.000Z;24033266;rs397516840;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8632;2013-01-01T00:00:00.000Z;24033266;rs59027673;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8633;2013-01-01T00:00:00.000Z;24033266;rs727503470;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8634;2013-01-01T00:00:00.000Z;24033266;rs727503475;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8635;2013-01-01T00:00:00.000Z;24033266;rs727503476;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8636;2013-01-01T00:00:00.000Z;24033266;rs727504292;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8637;2013-01-01T00:00:00.000Z;24033266;rs727504421;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8638;2013-01-01T00:00:00.000Z;24033266;rs780542125;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8639;2013-01-01T00:00:00.000Z;24033266;rs7861780;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8640;2013-01-01T00:00:00.000Z;24033266;rs876658120;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8641;2013-01-01T00:00:00.000Z;24033266;rs906562788;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8642;2013-01-01T00:00:00.000Z;24033266;rs11803533;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8643;2013-01-01T00:00:00.000Z;24033266;rs41271481;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8644;2013-01-01T00:00:00.000Z;24033266;rs6673359;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8645;2013-01-01T00:00:00.000Z;24033266;rs727503499;Not available;Not available;Not available;A systematic approach to assessing the clinical significance of genetic variants.;Clinical genetics;4;3,71E+12
8646;2013-01-01T00:00:00.000Z;23194663;rs150516929;Not available;Not available;Not available;Mutants of human Î±B-crystallin cause enhanced protein aggregation and apoptosis in mammalian cells: influence of co-expression of HspB1.;Biochemical and biophysical research communications;4;3,71E+12
8647;2013-01-01T00:00:00.000Z;23194663;rs150516929;Not available;Not available;Not available;Mutants of human ?B-crystallin cause enhanced protein aggregation and apoptosis in mammalian cells: influence of co-expression of HspB1.;Biochemical and biophysical research communications;4;3,71E+12
8648;2013-01-01T00:00:00.000Z;23555923;rs334348;Not available;Not available;Not available;There is no association between microRNA gene polymorphisms and risk of triple negative breast cancer in a Chinese Han population.;PloS one;4;3,71E+12
8649;2013-01-01T00:00:00.000Z;24621997;rs138049878;Not available;Not available;Not available;Sarcomere gene mutations are associated with increased cardiovascular events in left ventricular hypertrophy: results from multicenter registration in Japan.;JACC. Heart failure;4;3,71E+12
8650;2013-01-01T00:00:00.000Z;23595086;rs185237690;Not available;Not available;Not available;Genetic background of catecholaminergic polymorphic ventricular tachycardia in Japan.;Circulation journal : official journal of the Japanese Circulation Society;4;3,71E+12
8651;2013-01-01T00:00:00.000Z;23595086;rs397516539;Not available;Not available;Not available;Genetic background of catecholaminergic polymorphic ventricular tachycardia in Japan.;Circulation journal : official journal of the Japanese Circulation Society;4;3,71E+12
8652;2013-01-01T00:00:00.000Z;23595086;rs794728753;Not available;Not available;Not available;Genetic background of catecholaminergic polymorphic ventricular tachycardia in Japan.;Circulation journal : official journal of the Japanese Circulation Society;4;3,71E+12
8653;2013-01-01T00:00:00.000Z;23414114;rs45620037;Not available;Not available;Not available;High prevalence of genetic variants previously associated with Brugada syndrome in new exome data.;Clinical genetics;4;3,71E+12
8654;2013-01-01T00:00:00.000Z;23414114;rs12720452;Not available;Not available;Not available;High prevalence of genetic variants previously associated with Brugada syndrome in new exome data.;Clinical genetics;4;3,71E+12
8655;2013-01-01T00:00:00.000Z;23414114;rs199473320;Not available;Not available;Not available;High prevalence of genetic variants previously associated with Brugada syndrome in new exome data.;Clinical genetics;4;3,71E+12
8656;2013-01-01T00:00:00.000Z;23414114;rs41311117;Not available;Not available;Not available;High prevalence of genetic variants previously associated with Brugada syndrome in new exome data.;Clinical genetics;4;3,71E+12
8657;2013-01-01T00:00:00.000Z;23414114;rs121918282;Not available;Not available;Not available;High prevalence of genetic variants previously associated with Brugada syndrome in new exome data.;Clinical genetics;4;3,71E+12
8658;2013-01-01T00:00:00.000Z;23414114;rs72552291;Not available;Not available;Not available;High prevalence of genetic variants previously associated with Brugada syndrome in new exome data.;Clinical genetics;4;3,71E+12
8659;2013-01-01T00:00:00.000Z;23360689;rs397517904;Not available;Not available;Not available;Cardioembolic stroke related to limb-girdle muscular dystrophy 1B.;BMC research notes;4;3,71E+12
8660;2013-01-01T00:00:00.000Z;24227913;rs533021;Not available;Not available;Not available;Regional replication of association with refractive error on 15q14 and 15q25 in the Age-Related Eye Disease Study cohort.;Molecular vision;4;3,71E+12
8661;2013-01-01T00:00:00.000Z;23430502;rs28935490;Not available;Not available;Not available;Lyso-Gb3 Indicates that the Alpha-Galactosidase A Mutation D313Y is not Clinically Relevant for Fabry Disease.;JIMD reports;4;3,71E+12
8662;2013-01-01T00:00:00.000Z;23347029;rs199473505;Not available;Not available;Not available;An adolescent with possible arrhythmogenic right ventricular dysplasia and long QT syndrome: evaluation and management.;Annals of noninvasive electrocardiology : the official journal of the International Society for Holter and Noninvasive Electrocardiology, Inc;4;3,71E+12
8663;2013-01-01T00:00:00.000Z;23291057;rs1805128;Not available;Not available;Not available;Dysfunctional potassium channel subunit interaction as a novel mechanism of long QT syndrome.;Heart rhythm;4;3,71E+12
8664;2013-01-01T00:00:00.000Z;23349452;rs145532615;Not available;Not available;Not available;Genetic analysis in 418 index patients with idiopathic dilated cardiomyopathy: overview of 10 years' experience.;European journal of heart failure;4;3,71E+12
8665;2013-01-01T00:00:00.000Z;23349452;rs267607490;Not available;Not available;Not available;Genetic analysis in 418 index patients with idiopathic dilated cardiomyopathy: overview of 10 years' experience.;European journal of heart failure;4;3,71E+12
8666;2013-01-01T00:00:00.000Z;23349452;rs45496496;Not available;Not available;Not available;Genetic analysis in 418 index patients with idiopathic dilated cardiomyopathy: overview of 10 years' experience.;European journal of heart failure;4;3,71E+12
8667;2013-01-01T00:00:00.000Z;23349452;rs61672878;Not available;Not available;Not available;Genetic analysis in 418 index patients with idiopathic dilated cardiomyopathy: overview of 10 years' experience.;European journal of heart failure;4;3,71E+12
8668;2013-01-01T00:00:00.000Z;23349452;rs62636495;Not available;Not available;Not available;Genetic analysis in 418 index patients with idiopathic dilated cardiomyopathy: overview of 10 years' experience.;European journal of heart failure;4;3,71E+12
8669;2013-01-01T00:00:00.000Z;23349452;rs121913625;Not available;Not available;Not available;Genetic analysis in 418 index patients with idiopathic dilated cardiomyopathy: overview of 10 years' experience.;European journal of heart failure;4;3,71E+12
8670;2013-01-01T00:00:00.000Z;23349452;rs371401403;Not available;Not available;Not available;Genetic analysis in 418 index patients with idiopathic dilated cardiomyopathy: overview of 10 years' experience.;European journal of heart failure;4;3,71E+12
8671;2013-01-01T00:00:00.000Z;24093860;rs121909374;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8672;2013-01-01T00:00:00.000Z;24093860;rs121913626;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8673;2013-01-01T00:00:00.000Z;24093860;rs121913632;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8674;2013-01-01T00:00:00.000Z;24093860;rs121913641;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8675;2013-01-01T00:00:00.000Z;24093860;rs200411226;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8676;2013-01-01T00:00:00.000Z;24093860;rs200530211;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8677;2013-01-01T00:00:00.000Z;24093860;rs201307101;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8678;2013-01-01T00:00:00.000Z;24093860;rs371898076;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8679;2013-01-01T00:00:00.000Z;24093860;rs373514686;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8680;2013-01-01T00:00:00.000Z;24093860;rs727503278;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8681;2013-01-01T00:00:00.000Z;24093860;rs727504299;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8682;2013-01-01T00:00:00.000Z;24093860;rs786205905;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8683;2013-01-01T00:00:00.000Z;24093860;rs797045097;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8684;2013-01-01T00:00:00.000Z;24093860;rs863225101;Not available;Not available;Not available;Screening of MYH7, MYBPC3, and TNNT2 genes in Brazilian patients with hypertrophic cardiomyopathy.;American heart journal;4;3,71E+12
8685;2013-01-01T00:00:00.000Z;23283745;rs193068692;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8686;2013-01-01T00:00:00.000Z;23283745;rs397516349;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8687;2013-01-01T00:00:00.000Z;23283745;rs573916965;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8688;2013-01-01T00:00:00.000Z;23283745;rs121913625;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8689;2013-01-01T00:00:00.000Z;23283745;rs143852164;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8690;2013-01-01T00:00:00.000Z;23283745;rs145213771;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8691;2013-01-01T00:00:00.000Z;23283745;rs199474703;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8692;2013-01-01T00:00:00.000Z;23283745;rs36211715;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8693;2013-01-01T00:00:00.000Z;23283745;rs371898076;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8694;2013-01-01T00:00:00.000Z;23283745;rs397516063;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8695;2013-01-01T00:00:00.000Z;23283745;rs397516088;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8696;2013-01-01T00:00:00.000Z;23283745;rs397516127;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8697;2013-01-01T00:00:00.000Z;23283745;rs397516195;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8698;2013-01-01T00:00:00.000Z;23283745;rs397516202;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8699;2013-01-01T00:00:00.000Z;23283745;rs397516463;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8700;2013-01-01T00:00:00.000Z;23283745;rs727504299;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8701;2013-01-01T00:00:00.000Z;23283745;rs727504325;Not available;Not available;Not available;Multiple gene mutations, not the type of mutation, are the modifier of left ventricle hypertrophy in patients with hypertrophic cardiomyopathy.;Molecular biology reports;4;3,71E+12
8702;2013-01-01T00:00:00.000Z;22995991;rs150516929;Not available;Not available;Not available;An informatics approach to analyzing the incidentalome.;Genetics in medicine : official journal of the American College of Medical Genetics;4;3,71E+12
8703;2013-01-01T00:00:00.000Z;22995991;rs121908108;Not available;Not available;Not available;An informatics approach to analyzing the incidentalome.;Genetics in medicine : official journal of the American College of Medical Genetics;4;3,71E+12
8704;2013-01-01T00:00:00.000Z;22995991;rs72552291;Not available;Not available;Not available;An informatics approach to analyzing the incidentalome.;Genetics in medicine : official journal of the American College of Medical Genetics;4;3,71E+12
8705;2013-01-01T00:00:00.000Z;24227891;rs41310765;Not available;Not available;Not available;A1180V of cardiac sodium channel gene (SCN5A): is it a risk factor for dilated cardiomyopathy or just a common variant in Han Chinese?;Disease markers;4;3,71E+12
8706;2013-01-01T00:00:00.000Z;29805848;rs2253273;Not available;Not available;Not available;Study of genetic markers of cardiac arrhythmias in Kazakhstan.;Central Asian journal of global health;4;3,71E+12
8707;2013-01-01T00:00:00.000Z;29805848;rs3765097;Not available;Not available;Not available;Study of genetic markers of cardiac arrhythmias in Kazakhstan.;Central Asian journal of global health;4;3,71E+12
8708;2013-01-01T00:00:00.000Z;23364992;rs41261344;Not available;Not available;Not available;A case of Long QT syndrome type 3 aggravated by beta-blockers and alleviated by mexiletine: the role of epinephrine provocation test.;Yonsei medical journal;4;3,71E+12
8709;2013-01-01T00:00:00.000Z;23751935;rs121913624;Not available;Not available;Not available;Creatine kinase adenosine triphosphate and phosphocreatine energy supply in a single kindred of patients with hypertrophic cardiomyopathy.;The American journal of cardiology;4;3,71E+12
8710;2013-01-01T00:00:00.000Z;24059039;rs45620037;Not available;Not available;Not available;[A simulation study for the effect of acid concentration and temperture on sick sinus syndrome].;Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi;4;3,71E+12
