row_number;phenotype;db_variation_id;phenotype_category;category;phenotype_id
13173;Loeys-Dietz syndrome 1;rs886063234;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
13174;Familial restrictive cardiomyopathy 1;rs1555862947;Restrictive cardiomyopathy;Cardiomyopathies;1,58E+12
13175;Familial restrictive cardiomyopathy;rs397516475;Restrictive cardiomyopathy;Cardiomyopathies;1,66E+12
13176;short QT syndrome;rs112414325;Short QT syndrome;Cardiomyopathies;8,07E+11
13177;short QT syndrome;rs117409545;Short QT syndrome;Cardiomyopathies;8,07E+11
13178;short QT syndrome;rs142023323;Short QT syndrome;Cardiomyopathies;8,07E+11
13179;short QT syndrome;rs770840921;Short QT syndrome;Cardiomyopathies;8,07E+11
13180;Dilated cardiomyopathy 1G;rs1060500571;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13181;Dilated cardiomyopathy 1G;rs1183139911;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13182;Dilated cardiomyopathy 1II;rs149787233;Dilated cardiomyopathy;Cardiomyopathies;2,75E+11
13183;Dilated cardiomyopathy with woolly hair and keratoderma;rs150383703;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13184;Dilated cardiomyopathy 1G;rs1553564204;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13185;Dilated cardiomyopathy 1P;rs1554219862;Dilated cardiomyopathy;Cardiomyopathies;5,67E+11
13186;Dilated cardiomyopathy 1G;rs181902304;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13187;Dilated cardiomyopathy 1G;rs183015944;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13188;Dilated cardiomyopathy 1G;rs199561793;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13189;Dilated cardiomyopathy 1G;rs200103997;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13190;Dilated cardiomyopathy 1KK;rs200786762;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
13191;Dilated cardiomyopathy 1KK;rs201156035;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
13192;Dilated cardiomyopathy 1CC;rs201763096;Dilated cardiomyopathy;Cardiomyopathies;1,25E+12
13193;Idiopathic dilated cardiomyopathy;rs202209255;Dilated cardiomyopathy;Cardiomyopathies;5,67E+11
13194;Dilated cardiomyopathy 1G;rs375149365;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13195;Dilated cardiomyopathy 1G;rs375895183;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13196;Dilated cardiomyopathy 1G;rs377664739;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13197;Dilated cardiomyopathy 1DD;rs397516622;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
13198;Dilated cardiomyopathy 1G;rs546573613;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13199;Primary dilated cardiomyopathy;rs559964753;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13200;Dilated cardiomyopathy 1G;rs71393436;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13201;Dilated cardiomyopathy 1G;rs727505236;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13202;Idiopathic dilated cardiomyopathy;rs73308970;Dilated cardiomyopathy;Cardiomyopathies;5,67E+11
13203;Dilated cardiomyopathy 1G;rs745655055;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13204;Dilated cardiomyopathy with woolly hair and keratoderma;rs746782582;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13205;Dilated cardiomyopathy 1G;rs747479318;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13206;Dilated cardiomyopathy 1G;rs748102856;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13207;Dilated cardiomyopathy 1G;rs758098952;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13208;Primary dilated cardiomyopathy;rs759424061;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13209;Dilated cardiomyopathy 1G;rs762913656;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13210;Dilated cardiomyopathy 1G;rs766434493;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13211;Dilated cardiomyopathy 1G;rs76771282;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13212;Dilated cardiomyopathy 1G;rs768308408;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13213;Dilated cardiomyopathy 1G;rs774240012;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13214;Dilated cardiomyopathy 1G;rs774414270;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13215;Dilated cardiomyopathy with woolly hair and keratoderma;rs794728124;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13216;Dilated cardiomyopathy 1AA;rs794728964;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13217;Primary dilated cardiomyopathy;rs869312053;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13218;Dilated cardiomyopathy 1G;rs879247634;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13219;Dilated cardiomyopathy 3B;rs960566728;Dilated cardiomyopathy;Cardiomyopathies;5,58E+11
13220;Hypertrophic cardiomyopathy;rs1064792936;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13221;Primary familial hypertrophic cardiomyopathy;rs116888866;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13222;Hypertrophic cardiomyopathy;rs13087941;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13223;Familial hypertrophic cardiomyopathy 14;rs138572790;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13224;Hypertrophic cardiomyopathy;rs148808089;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13225;Hypertrophic cardiomyopathy;rs1555863727;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13226;Hypertrophic cardiomyopathy;rs191482653;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13227;Hypertrophic cardiomyopathy;rs202160275;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13228;Familial hypertrophic cardiomyopathy 6;rs267606976;Hypertrophic cardiomyopathy;Cardiomyopathies;1,37E+11
13229;Familial hypertrophic cardiomyopathy 10;rs372644111;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
13230;Hypertrophic cardiomyopathy;rs375155656;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13231;Familial hypertrophic cardiomyopathy 4;rs377595584;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
13232;Hypertrophic cardiomyopathy;rs45599440;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13233;Hypertrophic cardiomyopathy;rs549509054;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13234;Primary familial hypertrophic cardiomyopathy;rs727503299;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13235;Hypertrophic cardiomyopathy;rs727504378;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13236;Hypertrophic cardiomyopathy;rs730880646;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13237;Familial hypertrophic cardiomyopathy 16;rs760946395;Hypertrophic cardiomyopathy;Cardiomyopathies;1,55E+12
13238;Familial hypertrophic cardiomyopathy 1;rs863225266;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
13239;Familial hypertrophic cardiomyopathy 20;rs182998780;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
13240;Hypertrophic cardiomyopathy;rs201185673;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13241;Primary familial hypertrophic cardiomyopathy;rs45614536;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13242;Hypertrophic cardiomyopathy;rs528843301;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13243;Primary familial hypertrophic cardiomyopathy;rs778023612;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13244;Congenital long QT syndrome;rs120074194;Long QT syndrome;Cardiomyopathies;1,40E+12
13245;Long QT syndrome;rs1568469515;Long QT syndrome;Cardiomyopathies;1,29E+11
13246;Congenital long QT syndrome;rs199472815;Long QT syndrome;Cardiomyopathies;1,40E+12
13247;Congenital long QT syndrome;rs199472872;Long QT syndrome;Cardiomyopathies;1,40E+12
13248;Long QT syndrome 2;rs199473004;Long QT syndrome;Cardiomyopathies;5,24E+11
13249;Congenital long QT syndrome;rs199473059;Long QT syndrome;Cardiomyopathies;1,40E+12
13250;Long QT syndrome 3;rs199473278;Long QT syndrome;Cardiomyopathies;1,57E+12
13251;Congenital long QT syndrome;rs199473536;Long QT syndrome;Cardiomyopathies;1,40E+12
13252;Long QT syndrome;rs34479952;Long QT syndrome;Cardiomyopathies;1,29E+11
13253;Long QT syndrome;rs373875149;Long QT syndrome;Cardiomyopathies;1,29E+11
13254;Long QT syndrome;rs567451585;Long QT syndrome;Cardiomyopathies;1,29E+11
13255;Long QT syndrome;rs755715265;Long QT syndrome;Cardiomyopathies;1,29E+11
13256;Long QT syndrome 1;rs763462603;Long QT syndrome;Cardiomyopathies;1,21E+12
13257;Long QT syndrome;rs775056804;Long QT syndrome;Cardiomyopathies;1,29E+11
13258;Long QT syndrome;rs794728562;Long QT syndrome;Cardiomyopathies;1,29E+11
13259;Long QT syndrome;rs886058460;Long QT syndrome;Cardiomyopathies;1,29E+11
13260;Catecholaminergic polymorphic ventricular tachycardia;rs1060500143;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13261;Catecholaminergic polymorphic ventricular tachycardia;rs117588730;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13262;Catecholaminergic polymorphic ventricular tachycardia;rs200643387;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13263;Catecholaminergic polymorphic ventricular tachycardia;rs28730712;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13264;Catecholaminergic polymorphic ventricular tachycardia;rs376147306;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13265;Catecholaminergic polymorphic ventricular tachycardia;rs755712032;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13266;Catecholaminergic polymorphic ventricular tachycardia;rs759048462;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13267;Catecholaminergic polymorphic ventricular tachycardia;rs794728788;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13268;Catecholaminergic polymorphic ventricular tachycardia;rs886046287;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13269;Catecholaminergic polymorphic ventricular tachycardia;rs886046304;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13270;Catecholaminergic polymorphic ventricular tachycardia;rs886046305;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13271;Marfan syndrome;rs1397665480;Marfan syndrome;Cardiomyopathies;2,83E+11
13272;Marfan syndrome;rs1555393551;Marfan syndrome;Cardiomyopathies;2,83E+11
13273;Marfan syndrome;rs188599299;Marfan syndrome;Cardiomyopathies;2,83E+11
13274;Marfan Syndrome/Loeys-Dietz Syndrome/Familial Thoracic Aortic Aneurysms and Dissections;rs397515756;Marfan syndrome;Cardiomyopathies;1,04E+12
13275;Marfan Syndrome/Loeys-Dietz Syndrome/Familial Thoracic Aortic Aneurysms and Dissections;rs886039035;Marfan syndrome;Cardiomyopathies;1,04E+12
13276;Brugada syndrome 5;rs1040023313;Brugada syndrome;Cardiomyopathies;1,57E+12
13277;Brugada syndrome;rs1455337011;Brugada syndrome;Cardiomyopathies;7,04E+11
13278;Brugada syndrome 4;rs184280124;Brugada syndrome;Cardiomyopathies;9,11E+11
13279;Brugada syndrome;rs188578534;Brugada syndrome;Cardiomyopathies;7,04E+11
13280;Brugada syndrome;rs200868190;Brugada syndrome;Cardiomyopathies;7,04E+11
13281;Loeys-Dietz syndrome 1;rs11568812;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
13282;Loeys-Dietz syndrome 4;rs142047577;Loeys-Dietz syndrome;Cardiomyopathies;1,98E+11
13283;Loeys-Dietz syndrome;rs150994304;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
13284;Loeys-Dietz syndrome;rs4016180;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
13285;Loeys-Dietz syndrome;rs72661160;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
13286;Loeys-Dietz syndrome;rs886051378;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
13287;Familial restrictive cardiomyopathy 3;rs121964856;Restrictive cardiomyopathy;Cardiomyopathies;1,80E+11
13288;Familial restrictive cardiomyopathy;rs3729707;Restrictive cardiomyopathy;Cardiomyopathies;1,66E+12
13289;Dilated cardiomyopathy 1G;rs1060500446;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13290;Dilated cardiomyopathy 1G;rs1060500493;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13291;Dilated cardiomyopathy 1G;rs1060503947;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13292;Dilated cardiomyopathy 1G;rs1174185176;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13293;Dilated cardiomyopathy 1G;rs141213991;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13294;Dilated cardiomyopathy with woolly hair and keratoderma;rs145796901;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13295;Dilated cardiomyopathy with woolly hair and keratoderma;rs148147581;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13296;Dilated cardiomyopathy 1O;rs1485712335;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
13297;Primary dilated cardiomyopathy;rs1528182;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13298;Dilated cardiomyopathy 1G;rs1553587704;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13299;Idiopathic dilated cardiomyopathy;rs17016480;Dilated cardiomyopathy;Cardiomyopathies;5,67E+11
13300;Dilated cardiomyopathy 1G;rs181104321;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13301;Dilated cardiomyopathy 1G;rs191057824;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13302;Dilated cardiomyopathy 1G;rs192167542;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13303;Dilated cardiomyopathy with woolly hair and keratoderma;rs200336897;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13304;Dilated cardiomyopathy 1G;rs200724395;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13305;Dilated cardiomyopathy 1G;rs201954720;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13306;Dilated cardiomyopathy 1G;rs267599060;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13307;Dilated cardiomyopathy with woolly hair and keratoderma;rs2744380;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13308;Dilated cardiomyopathy 1G;rs369517119;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13309;Dilated cardiomyopathy 1G;rs369520274;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13310;Dilated cardiomyopathy 1G;rs372312805;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13311;Dilated cardiomyopathy 1G;rs375183437;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13312;Dilated cardiomyopathy 1G;rs375403439;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13313;Dilated cardiomyopathy 1G;rs375878340;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13314;Dilated cardiomyopathy 1JJ;rs377204776;Dilated cardiomyopathy;Cardiomyopathies;6,01E+11
13315;Dilated cardiomyopathy 1G;rs397517693;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13316;Primary dilated cardiomyopathy;rs45577134;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13317;Dilated cardiomyopathy 1N;rs45614536;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13318;Dilated cardiomyopathy 1G;rs565638291;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13319;Dilated cardiomyopathy 1G;rs574615636;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13320;Dilated cardiomyopathy 1G;rs72677223;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13321;Primary dilated cardiomyopathy;rs727504674;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13322;Dilated cardiomyopathy 1G;rs727505053;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13323;Dilated cardiomyopathy 1KK;rs750903219;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
13324;Dilated cardiomyopathy 1G;rs753365187;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13325;Dilated cardiomyopathy 1G;rs761251825;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13326;Dilated cardiomyopathy 1G;rs761795663;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13327;Dilated cardiomyopathy 1G;rs765148928;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13328;Dilated cardiomyopathy 1G;rs768892376;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13329;Dilated cardiomyopathy 1G;rs770377168;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13330;Dilated cardiomyopathy 1G;rs771534555;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13331;Dilated cardiomyopathy 1G;rs772383867;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13332;Dilated cardiomyopathy 1G;rs775889693;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13333;Dilated cardiomyopathy 1J;rs779385322;Dilated cardiomyopathy;Cardiomyopathies;3,61E+11
13334;Dilated cardiomyopathy with woolly hair and keratoderma;rs780823789;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13335;Dilated cardiomyopathy 1O;rs780998911;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
13336;Dilated cardiomyopathy 1G;rs781655223;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13337;Dilated cardiomyopathy 1JJ;rs782058486;Dilated cardiomyopathy;Cardiomyopathies;6,01E+11
13338;Dilated cardiomyopathy with woolly hair and keratoderma;rs78843072;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13339;Dilated cardiomyopathy 1G;rs879048717;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13340;Hypertrophic cardiomyopathy;rs104894724;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13341;Hypertrophic cardiomyopathy;rs1051971790;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13342;Familial hypertrophic cardiomyopathy 14;rs1060501428;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13343;Hypertrophic cardiomyopathy;rs117354682;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13344;Familial hypertrophic cardiomyopathy 14;rs141079114;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13345;Hypertrophic cardiomyopathy;rs143845692;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13346;Hypertrophic cardiomyopathy;rs149734381;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13347;Primary familial hypertrophic cardiomyopathy;rs193922649;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13348;Familial hypertrophic cardiomyopathy 8;rs199474707;Hypertrophic cardiomyopathy;Cardiomyopathies;1,37E+12
13349;Hypertrophic cardiomyopathy;rs200148139;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13350;Primary familial hypertrophic cardiomyopathy;rs200336608;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13351;Hypertrophic cardiomyopathy;rs200476500;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13352;Familial hypertrophic cardiomyopathy 19;rs201321577;Hypertrophic cardiomyopathy;Cardiomyopathies;7,56E+11
13353;Hypertrophic cardiomyopathy;rs2288601;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13354;Hypertrophic cardiomyopathy;rs28730771;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13355;Hypertrophic cardiomyopathy;rs371528685;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13356;Hypertrophic cardiomyopathy;rs371934474;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13357;Familial hypertrophic cardiomyopathy 14;rs376002621;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13358;Familial hypertrophic cardiomyopathy 14;rs377327277;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13359;Hypertrophic cardiomyopathy;rs397515939;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13360;Familial hypertrophic cardiomyopathy 1;rs397516157;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
13361;Primary familial hypertrophic cardiomyopathy;rs727503176;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13362;Hypertrophic cardiomyopathy;rs727504243;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13363;Familial hypertrophic cardiomyopathy 1;rs727504299;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
13364;Hypertrophic cardiomyopathy;rs73036398;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13365;Hypertrophic cardiomyopathy;rs730880748;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13366;Hypertrophic cardiomyopathy;rs759978467;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13367;Familial hypertrophic cardiomyopathy 4;rs863225113;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
13368;Hypertrophic cardiomyopathy;rs886046210;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13369;Hypertrophic cardiomyopathy;rs1565625473;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13370;Hypertrophic cardiomyopathy;rs1805125;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13371;Familial hypertrophic cardiomyopathy 9;rs373732722;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
13372;Familial hypertrophic cardiomyopathy 13;rs730880230;Hypertrophic cardiomyopathy;Cardiomyopathies;9,19E+11
13373;Hypertrophic cardiomyopathy;rs78652302;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13374;Long QT syndrome;rs1060500659;Long QT syndrome;Cardiomyopathies;1,29E+11
13375;Long QT syndrome;rs1060503982;Long QT syndrome;Cardiomyopathies;1,29E+11
13376;Long QT syndrome 2;rs121912507;Long QT syndrome;Cardiomyopathies;5,24E+11
13377;Long QT syndrome;rs148904454;Long QT syndrome;Cardiomyopathies;1,29E+11
13378;Long QT syndrome 2;rs199472957;Long QT syndrome;Cardiomyopathies;5,24E+11
13379;Congenital long QT syndrome;rs199473064;Long QT syndrome;Cardiomyopathies;1,40E+12
13380;Long QT syndrome;rs199473391;Long QT syndrome;Cardiomyopathies;1,29E+11
13381;Long QT syndrome;rs199473428;Long QT syndrome;Cardiomyopathies;1,29E+11
13382;Congenital long QT syndrome;rs199473488;Long QT syndrome;Cardiomyopathies;1,40E+12
13383;Long QT syndrome;rs561861522;Long QT syndrome;Cardiomyopathies;1,29E+11
13384;Long QT syndrome;rs72647845;Long QT syndrome;Cardiomyopathies;1,29E+11
13385;Long QT syndrome;rs73226383;Long QT syndrome;Cardiomyopathies;1,29E+11
13386;Long QT syndrome;rs757055492;Long QT syndrome;Cardiomyopathies;1,29E+11
13387;Long QT syndrome;rs796052199;Long QT syndrome;Cardiomyopathies;1,29E+11
13388;Long QT syndrome;rs886048169;Long QT syndrome;Cardiomyopathies;1,29E+11
13389;Catecholaminergic polymorphic ventricular tachycardia;rs2009813;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13390;Catecholaminergic polymorphic ventricular tachycardia;rs886046273;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13391;Marfan syndrome;rs1064793119;Marfan syndrome;Cardiomyopathies;2,83E+11
13392;Marfan syndrome;rs148147223;Marfan syndrome;Cardiomyopathies;2,83E+11
13393;Marfan syndrome;rs1555393833;Marfan syndrome;Cardiomyopathies;2,83E+11
13394;Marfan syndrome;rs1555393847;Marfan syndrome;Cardiomyopathies;2,83E+11
13395;Marfan syndrome;rs1555398832;Marfan syndrome;Cardiomyopathies;2,83E+11
13396;Marfan syndrome;rs1555399775;Marfan syndrome;Cardiomyopathies;2,83E+11
13397;Marfan syndrome;rs1566910954;Marfan syndrome;Cardiomyopathies;2,83E+11
13398;Marfan syndrome;rs561991238;Marfan syndrome;Cardiomyopathies;2,83E+11
13399;Brugada syndrome 7;rs148484744;Brugada syndrome;Cardiomyopathies;1,01E+12
13400;Brugada syndrome 4;rs200367454;Brugada syndrome;Cardiomyopathies;9,11E+11
13401;Brugada syndrome 6;rs200856070;Brugada syndrome;Cardiomyopathies;1,20E+12
13402;Brugada syndrome;rs551293049;Brugada syndrome;Cardiomyopathies;7,04E+11
13403;Brugada syndrome 5;rs66876876;Brugada syndrome;Cardiomyopathies;1,57E+12
13404;Brugada syndrome;rs780713625;Brugada syndrome;Cardiomyopathies;7,04E+11
13405;Brugada syndrome;rs80274943;Brugada syndrome;Cardiomyopathies;7,04E+11
13406;Brugada syndrome;rs886047905;Brugada syndrome;Cardiomyopathies;7,04E+11
13407;Loeys-Dietz syndrome;rs561991238;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
13408;Loeys-Dietz syndrome 1;rs886063232;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
13409;Restrictive cardiomyopathy;rs1554400962;Restrictive cardiomyopathy;Cardiomyopathies;1,61E+12
13410;short QT syndrome;rs145779709;Short QT syndrome;Cardiomyopathies;8,07E+11
13411;short QT syndrome;rs191729421;Short QT syndrome;Cardiomyopathies;8,07E+11
13412;Dilated cardiomyopathy 3B;rs1057515866;Dilated cardiomyopathy;Cardiomyopathies;5,58E+11
13413;Dilated cardiomyopathy 1G;rs1060500416;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13414;Dilated cardiomyopathy 1G;rs1060503935;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13415;Dilated cardiomyopathy 1N;rs1060504769;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13416;Dilated cardiomyopathy 1G;rs1064795407;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13417;Dilated cardiomyopathy with woolly hair and keratoderma;rs1338201926;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13418;Dilated cardiomyopathy 1N;rs1360918794;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13419;Dilated cardiomyopathy 1O;rs141281214;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
13420;Dilated cardiomyopathy 1O;rs1437273344;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
13421;Dilated cardiomyopathy 1KK;rs150911078;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
13422;Dilated cardiomyopathy 1DD;rs1554898774;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
13423;Dilated cardiomyopathy 1O;rs1555179333;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
13424;Dilated cardiomyopathy 1G;rs186405108;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
